what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505498856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1421505535569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505537037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505538209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505538234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505540812
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1421505540904
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1421505543846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505552405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505552917
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1421505554524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505554540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505554961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505555413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505572493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1421505583994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1421505586209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1421505587751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505589189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505590410
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1421505591459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505591911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505609217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421505613894
