what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui",1421617355396
os,sysinfo,,,"win32",1421617355405
arch,sysinfo,,,"x86_64",1421617355405
ws,sysinfo,,,"win32",1421617355405
locale,sysinfo,,,"en_US",1421617355405
processors,sysinfo,,,"4",1421617355405
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1421617355405
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1421617355406
java.specification.name,sysinfo,,,"Java Platform API Specification",1421617355406
java.specification.vendor,sysinfo,,,"Oracle Corporation",1421617355406
java.specification.version,sysinfo,,,"1.7",1421617355406
java.vendor,sysinfo,,,"Oracle Corporation",1421617355406
java.version,sysinfo,,,"1.7.0_09",1421617355406
java.vm.info,sysinfo,,,"mixed mode",1421617355406
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1421617355406
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1421617355406
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1421617355406
java.vm.specification.version,sysinfo,,,"1.7",1421617355406
java.vm.vendor,sysinfo,,,"Oracle Corporation",1421617355406
java.vm.version,sysinfo,,,"23.5-b02",1421617355406
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1421617355446
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1421617355807
started,bundle,org.eclipse.team.svn.ui.startup,1.1.0.I20130527-1700,"org.eclipse.team.svn.ui.startup",1421617355834
started,bundle,org.eclipse.team.svn.core,1.1.1.I20130816-1700,"org.eclipse.team.svn.core",1421617356021
started,bundle,org.eclipse.mylyn.team.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.team.ui",1421617356026
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1421617356217
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1421617356865
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1421617356880
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1421617357528
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1421617357717
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1421617358007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421617446257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421617719525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421617719751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421617720670
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421617721250
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1421617724738
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1421617726872
